STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
MAHARASHTRA,AHMEDNAGAR,2001,97,41,1,44,0,44,37,25,12,20,6,104,312,715,168,547,266,37,59,7,44,575,0,74,2,496,0,479,975,4391
MAHARASHTRA,AKOLA,2001,64,41,0,15,0,15,15,14,1,9,0,41,298,735,81,654,99,15,59,16,48,836,2,109,7,189,0,116,1306,4020
MAHARASHTRA,AMRAVATI COMMR.,2001,44,29,3,23,0,23,27,23,4,10,0,48,259,812,163,649,95,10,41,2,15,429,10,43,26,55,0,60,796,2837
MAHARASHTRA,AMRAVATI RURAL,2001,72,23,0,42,0,42,29,25,4,1,0,36,359,1031,26,1005,112,12,31,1,23,884,4,99,38,92,0,126,640,3655
MAHARASHTRA,AURANGABAD COMMR.,2001,36,27,0,14,0,14,19,14,5,3,2,40,239,503,179,324,130,26,108,1,3,371,4,33,12,102,0,109,569,2351
MAHARASHTRA,AURANGABAD RURAL,2001,61,12,0,28,0,28,16,6,10,14,1,49,193,273,30,243,139,13,35,0,24,780,6,53,12,247,0,172,580,2708
MAHARASHTRA,BEED,2001,68,43,1,22,0,22,25,15,10,16,1,62,264,499,70,429,272,14,41,0,38,1012,2,78,15,177,0,174,820,3644
MAHARASHTRA,BHANDARA,2001,32,22,3,39,0,39,4,1,3,2,0,15,195,402,27,375,63,12,19,1,55,392,5,71,37,60,0,90,733,2252
MAHARASHTRA,BULDHANA,2001,49,32,1,22,0,22,22,18,4,11,1,27,227,749,45,704,246,17,46,0,69,753,35,118,21,223,0,155,877,3701
MAHARASHTRA,CHANDRAPUR,2001,49,26,4,43,0,43,10,7,3,8,0,36,253,572,57,515,110,21,35,1,39,538,2,102,28,144,0,180,922,3123
MAHARASHTRA,DHULE,2001,48,25,1,16,0,16,6,6,0,7,3,13,96,360,56,304,86,20,36,0,22,338,6,17,8,127,0,189,616,2040
MAHARASHTRA,GADCHIROLI,2001,47,24,3,27,0,27,7,6,1,11,0,15,127,124,15,109,28,3,12,0,51,246,0,55,17,57,0,49,461,1364
MAHARASHTRA,GONDIA,2001,41,17,3,23,0,23,17,17,0,4,4,13,238,326,30,296,20,18,30,2,20,328,4,85,22,80,0,94,617,2006
MAHARASHTRA,HINGOLI,2001,36,27,0,20,0,20,9,8,1,4,2,39,119,241,24,217,96,6,20,0,33,471,2,44,4,134,0,61,473,1841
MAHARASHTRA,JALGAON,2001,83,44,0,19,0,19,16,12,4,16,5,30,238,557,72,485,157,41,119,0,22,721,5,76,31,389,0,259,1186,4014
MAHARASHTRA,JALNA,2001,43,24,0,16,0,16,12,8,4,13,1,46,209,345,48,297,120,13,38,0,38,675,5,56,7,172,0,109,587,2529
MAHARASHTRA,KOLHAPUR,2001,54,33,3,26,0,26,21,13,8,11,3,32,299,561,164,397,129,35,71,2,20,516,19,46,7,80,0,279,915,3162
MAHARASHTRA,LATUR,2001,42,17,0,7,0,7,22,22,0,3,2,31,157,281,58,223,211,20,45,2,28,992,38,50,7,150,0,134,805,3044
MAHARASHTRA,MUMBAI,2001,295,200,6,127,0,127,148,12,136,61,80,406,2863,11564,3095,8469,196,393,1270,170,6,3845,18,274,44,198,0,709,6095,28968
MAHARASHTRA,MUMBAI RLY.,2001,12,9,1,2,0,2,1,0,1,0,3,29,3,1756,0,1756,13,26,34,0,0,30,0,5,0,0,0,2,97,2023
MAHARASHTRA,NAGPUR COMMR.,2001,112,70,2,39,0,39,64,51,13,14,55,171,1388,2666,797,1869,235,74,263,11,15,1078,7,75,56,218,0,223,3076,9912
MAHARASHTRA,NAGPUR RLY.,2001,12,1,0,2,0,2,0,0,0,6,0,20,2,762,8,754,18,5,7,11,2,29,2,4,0,0,0,3,170,1056
MAHARASHTRA,NAGPUR RURAL,2001,101,56,6,81,0,81,23,16,7,7,1,58,501,1074,62,1012,180,27,37,0,81,1050,3,131,294,141,0,254,1574,5680
MAHARASHTRA,NANDED,2001,80,66,4,23,0,23,41,36,5,21,11,93,426,539,73,466,217,40,128,0,67,1480,21,85,22,202,0,127,1655,5348
MAHARASHTRA,NANDURBAR,2001,44,20,0,16,0,16,6,6,0,4,0,5,68,132,19,113,80,12,13,0,4,240,2,27,1,78,0,59,268,1079
MAHARASHTRA,NASIK COMMR.,2001,25,14,2,9,0,9,14,9,5,7,1,16,263,529,188,341,139,18,61,0,19,245,3,19,2,99,0,138,572,2195
MAHARASHTRA,NASIK RURAL,2001,92,54,1,39,0,39,17,10,7,40,0,36,280,447,90,357,518,57,54,1,69,926,7,74,37,339,0,495,1297,4880
MAHARASHTRA,NAVI MUMBAI,2001,34,18,0,17,0,17,19,7,12,15,16,62,375,893,318,575,80,88,148,6,3,354,5,23,5,57,0,228,617,3063
MAHARASHTRA,OSMANABAD,2001,48,13,1,16,0,16,8,7,1,8,1,29,189,349,45,304,101,17,34,0,26,903,2,52,6,102,0,171,626,2702
MAHARASHTRA,PARBHANI,2001,49,28,0,25,0,25,22,16,6,5,2,43,143,230,18,212,148,14,42,1,31,994,1,57,10,120,0,70,440,2475
MAHARASHTRA,PUNE COMMR.,2001,71,44,3,56,0,56,46,28,18,14,13,98,840,2508,1277,1231,903,84,347,5,16,1004,2,54,105,147,1,300,2275,8936
MAHARASHTRA,PUNE RLY.,2001,4,1,2,0,0,0,0,0,0,1,0,4,0,302,1,301,3,1,3,0,0,10,0,3,0,0,0,0,52,386
MAHARASHTRA,PUNE RURAL,2001,119,41,6,42,0,42,24,17,7,23,20,70,301,635,168,467,150,35,46,1,28,517,5,64,11,165,0,698,1379,4380
MAHARASHTRA,RAIGAD,2001,53,11,0,20,0,20,8,1,7,13,7,27,200,296,54,242,104,16,44,2,10,276,1,29,7,55,0,275,764,2218
MAHARASHTRA,RATNAGIRI,2001,17,5,1,10,0,10,8,4,4,3,2,14,97,256,34,222,69,18,20,1,17,232,0,32,19,62,0,119,429,1431
MAHARASHTRA,SANGLI,2001,85,24,1,32,0,32,18,8,10,8,3,27,225,515,97,418,128,31,55,0,47,566,12,54,22,96,0,263,787,2999
MAHARASHTRA,SATARA,2001,57,19,0,32,0,32,12,7,5,6,2,20,266,464,127,337,93,43,91,2,24,487,13,49,9,179,0,387,1210,3465
MAHARASHTRA,SINDHUDURG,2001,14,4,1,7,0,7,2,2,0,1,0,4,125,106,17,89,17,12,13,1,11,171,0,20,13,8,0,66,225,821
MAHARASHTRA,SOLAPUR COMMR.,2001,30,14,1,16,0,16,15,11,4,7,1,32,165,306,98,208,70,7,49,3,3,230,6,15,4,62,0,82,449,1567
MAHARASHTRA,SOLAPUR RURAL,2001,101,30,3,35,0,35,23,14,9,19,12,29,134,365,65,300,162,33,30,4,29,637,6,40,12,90,0,384,967,3145
MAHARASHTRA,THANE COMMR.,2001,133,81,3,39,0,39,62,37,25,27,52,146,1022,1774,644,1130,223,76,477,7,4,1285,6,69,43,212,0,251,624,6616
MAHARASHTRA,THANE RURAL,2001,140,33,17,65,0,65,28,16,12,40,14,53,496,523,147,376,148,45,83,3,30,635,6,76,25,104,0,475,741,3780
MAHARASHTRA,WARDHA,2001,60,25,4,35,0,35,12,12,0,6,0,20,266,592,30,562,174,15,29,0,27,757,9,98,35,89,0,139,1051,3443
MAHARASHTRA,WASHIM,2001,29,21,3,15,0,15,13,13,0,7,0,17,121,409,21,388,65,5,5,0,22,396,10,60,10,116,0,61,441,1826
MAHARASHTRA,YAVATMAL,2001,56,45,10,56,0,56,37,31,6,3,1,33,232,788,67,721,106,17,45,1,25,978,12,125,27,177,0,179,1204,4157
MAHARASHTRA,AHMEDNAGAR,2002,82,45,6,45,0,45,27,20,7,19,11,97,352,841,239,602,296,56,69,1,38,663,8,75,0,280,0,445,1050,4506
MAHARASHTRA,AKOLA,2002,59,34,0,28,0,28,21,16,5,8,0,41,314,729,82,647,120,19,37,9,40,801,4,70,11,156,0,116,1269,3886
MAHARASHTRA,AMRAVATI COMMR.,2002,27,25,1,18,0,18,12,10,2,2,0,42,275,791,127,664,50,18,52,2,16,475,4,35,32,68,0,65,655,2665
MAHARASHTRA,AMRAVATI RURAL,2002,58,36,3,66,0,66,22,21,1,15,1,47,392,1052,42,1010,85,16,26,0,59,773,5,130,19,95,0,142,880,3922
MAHARASHTRA,AURANGABAD COMMR.,2002,32,18,0,8,0,8,20,12,8,8,2,58,248,535,198,337,124,12,96,1,12,408,7,30,13,110,0,108,590,2440
MAHARASHTRA,AURANGABAD RURAL,2002,50,29,0,12,0,12,11,8,3,13,2,32,131,291,41,250,158,10,26,1,53,792,24,36,12,208,0,199,613,2703
MAHARASHTRA,BEED,2002,69,51,0,25,0,25,23,10,13,18,3,64,198,431,65,366,313,31,43,0,38,884,2,51,7,158,0,202,677,3288
MAHARASHTRA,BHANDARA,2002,36,13,2,32,0,32,16,15,1,1,1,14,228,340,37,303,66,14,25,0,43,403,3,57,37,70,0,113,744,2258
MAHARASHTRA,BULDHANA,2002,50,35,2,30,0,30,18,14,4,22,0,42,259,728,44,684,169,21,43,4,87,749,17,107,21,162,0,175,924,3665
MAHARASHTRA,CHANDRAPUR,2002,52,19,6,29,0,29,24,21,3,5,3,28,249,471,54,417,128,31,50,5,42,538,3,89,9,116,0,187,886,2970
MAHARASHTRA,DHULE,2002,46,25,1,16,0,16,8,8,0,4,2,14,96,355,73,282,82,21,40,0,23,392,7,20,6,124,0,194,673,2149
MAHARASHTRA,GADCHIROLI,2002,51,33,4,22,0,22,9,8,1,12,0,11,113,113,7,106,33,17,17,0,42,285,0,59,15,65,0,62,440,1403
MAHARASHTRA,GONDIA,2002,44,16,0,25,0,25,21,20,1,5,0,14,217,318,42,276,23,15,24,10,8,370,4,74,15,70,0,91,595,1959
MAHARASHTRA,HINGOLI,2002,32,15,1,17,0,17,7,7,0,7,0,34,103,163,16,147,74,18,21,1,18,485,6,36,4,98,0,58,431,1629
MAHARASHTRA,JALGAON,2002,81,39,2,22,0,22,21,19,2,20,4,29,316,626,100,526,184,46,55,8,13,790,10,78,29,219,0,289,1421,4302
MAHARASHTRA,JALNA,2002,48,28,1,14,0,14,11,8,3,10,0,38,187,272,37,235,128,16,47,0,28,587,5,25,8,199,0,116,558,2326
MAHARASHTRA,KOLHAPUR,2002,65,42,3,17,0,17,15,7,8,16,1,17,220,472,162,310,138,46,70,3,18,549,20,46,8,70,0,284,870,2990
MAHARASHTRA,LATUR,2002,39,27,2,4,0,4,19,19,0,8,1,45,102,264,55,209,166,32,41,2,30,869,5,53,5,125,0,147,846,2832
MAHARASHTRA,MUMBAI,2002,252,134,7,128,0,128,119,61,58,33,57,291,2597,10166,3101,7065,143,342,1155,76,5,3542,18,254,40,214,0,753,5950,26276
MAHARASHTRA,MUMBAI RLY.,2002,3,3,0,2,0,2,7,3,4,1,4,22,4,1694,2,1692,8,12,35,3,0,34,0,4,2,0,0,2,102,1942
MAHARASHTRA,NAGPUR COMMR.,2002,98,54,0,49,0,49,50,41,9,12,62,146,1307,2511,845,1666,254,50,235,14,23,916,4,63,38,210,0,218,2408,8722
MAHARASHTRA,NAGPUR RLY.,2002,7,2,1,0,0,0,0,0,0,8,0,16,2,797,9,788,8,5,2,7,1,25,0,2,1,0,0,2,166,1052
MAHARASHTRA,NAGPUR RURAL,2002,95,35,1,66,0,66,25,19,6,10,1,61,401,998,76,922,132,24,38,1,90,915,7,114,61,98,0,306,1574,5053
MAHARASHTRA,NANDED,2002,83,85,0,29,0,29,40,34,6,20,10,100,373,542,84,458,191,21,110,1,72,1559,24,83,6,241,0,137,2072,5799
MAHARASHTRA,NANDURBAR,2002,26,9,0,28,0,28,5,5,0,5,0,14,103,146,23,123,82,15,27,1,9,237,2,41,5,75,0,71,277,1178
MAHARASHTRA,NASIK COMMR.,2002,25,9,2,12,0,12,17,8,9,5,5,32,369,612,211,401,131,23,98,0,4,272,3,20,11,136,0,143,592,2521
MAHARASHTRA,NASIK RURAL,2002,90,44,1,38,0,38,14,10,4,21,4,37,301,481,97,384,365,40,53,0,45,1024,8,101,57,375,0,432,1252,4783
MAHARASHTRA,NAVI MUMBAI,2002,48,21,1,24,0,24,18,9,9,14,15,50,333,890,320,570,66,68,197,5,3,322,6,28,7,34,0,269,652,3071
MAHARASHTRA,OSMANABAD,2002,46,17,3,28,0,28,15,8,7,10,1,26,143,277,17,260,173,22,30,0,32,828,0,53,10,115,0,166,661,2656
MAHARASHTRA,PARBHANI,2002,55,31,0,19,0,19,11,7,4,7,2,68,141,229,45,184,143,9,38,0,24,955,5,55,4,137,0,91,342,2366
MAHARASHTRA,PUNE COMMR.,2002,95,42,0,51,0,51,36,22,14,8,6,80,836,2447,1197,1250,702,72,346,0,13,1058,5,59,97,131,0,332,2088,8504
MAHARASHTRA,PUNE RLY.,2002,1,3,0,2,1,1,1,1,0,0,0,7,0,321,0,321,1,3,5,0,0,2,0,0,0,0,0,0,63,409
MAHARASHTRA,PUNE RURAL,2002,141,37,7,42,0,42,16,9,7,16,9,61,296,706,251,455,185,33,41,2,23,592,4,60,14,175,0,757,1301,4518
MAHARASHTRA,RAIGAD,2002,43,21,0,29,0,29,12,10,2,24,3,38,169,278,49,229,144,19,54,1,17,277,13,40,11,54,0,283,619,2149
MAHARASHTRA,RATNAGIRI,2002,26,6,0,13,0,13,5,5,0,1,1,12,144,175,23,152,49,11,22,1,19,211,0,41,16,23,0,103,343,1222
MAHARASHTRA,SANGLI,2002,97,29,0,33,0,33,22,14,8,13,3,22,225,446,104,342,107,25,90,0,29,411,4,38,8,63,0,289,734,2688
MAHARASHTRA,SATARA,2002,83,17,4,31,0,31,14,9,5,11,3,26,218,442,111,331,97,41,72,1,20,490,13,51,2,156,0,360,1189,3341
MAHARASHTRA,SINDHUDURG,2002,18,7,0,11,0,11,4,2,2,6,0,8,97,96,16,80,43,8,9,1,16,152,1,14,1,11,0,73,205,781
MAHARASHTRA,SOLAPUR COMMR.,2002,27,39,2,30,0,30,13,8,5,31,3,18,203,313,85,228,109,7,42,1,10,180,4,10,5,62,0,68,420,1597
MAHARASHTRA,SOLAPUR RURAL,2002,79,40,2,33,0,33,28,23,5,9,3,23,122,309,64,245,184,31,30,1,43,558,1,34,0,74,0,363,868,2835
MAHARASHTRA,THANE COMMR.,2002,128,68,0,42,0,42,75,41,34,36,35,124,924,1615,636,979,229,70,446,6,32,1010,3,91,40,175,0,247,1023,6419
MAHARASHTRA,THANE RURAL,2002,122,41,21,51,0,51,35,0,35,42,10,81,485,588,195,393,174,35,79,0,37,727,16,100,26,81,0,564,695,4010
MAHARASHTRA,WARDHA,2002,49,31,5,37,0,37,21,19,2,2,2,42,257,601,51,550,122,16,43,5,31,744,2,110,30,79,0,127,1137,3493
MAHARASHTRA,WASHIM,2002,34,13,0,29,0,29,9,8,1,5,1,27,122,354,22,332,71,4,15,2,22,416,9,45,9,99,0,73,516,1875
MAHARASHTRA,YAVATMAL,2002,76,67,2,65,0,65,36,31,5,5,0,37,299,780,67,713,110,23,51,0,41,980,17,104,17,142,0,185,1272,4309
MAHARASHTRA,AHMEDNAGAR,2003,101,38,2,44,0,44,27,13,14,17,13,102,302,786,232,554,254,29,77,6,44,575,15,51,3,287,0,480,998,4251
MAHARASHTRA,AKOLA,2003,48,38,0,29,0,29,29,29,0,10,1,45,298,727,86,641,89,15,70,5,28,832,9,80,5,132,0,116,1294,3900
MAHARASHTRA,AMRAVATI COMMR.,2003,31,25,2,26,0,26,15,12,3,6,3,35,316,948,157,791,85,21,38,5,20,435,3,45,19,77,0,71,760,2986
MAHARASHTRA,AMRAVATI RURAL,2003,53,38,3,47,0,47,17,15,2,11,0,31,343,902,41,861,138,19,29,4,70,855,8,118,22,151,0,132,772,3763
MAHARASHTRA,AURANGABAD COMMR.,2003,28,26,1,8,0,8,19,13,6,17,5,49,234,506,167,339,126,16,111,4,11,339,4,25,10,130,0,102,515,2286
MAHARASHTRA,AURANGABAD RURAL,2003,60,24,0,14,0,14,4,4,0,10,2,47,110,281,54,227,165,9,35,1,53,798,32,48,8,190,0,200,584,2675
MAHARASHTRA,BEED,2003,72,55,1,25,0,25,17,11,6,23,7,73,282,599,103,496,318,24,47,2,53,992,10,58,8,186,0,186,849,3887
MAHARASHTRA,BHANDARA,2003,30,7,1,41,0,41,7,6,1,3,0,12,224,361,33,328,73,13,19,0,30,378,7,54,27,69,0,117,840,2313
MAHARASHTRA,BULDHANA,2003,53,33,4,39,0,39,17,13,4,17,2,40,239,723,62,661,167,19,69,7,86,825,61,106,26,164,0,180,944,3821
MAHARASHTRA,CHANDRAPUR,2003,41,21,8,36,0,36,13,12,1,8,1,29,295,574,77,497,116,21,47,1,27,508,3,85,21,101,0,189,888,3033
MAHARASHTRA,DHULE,2003,32,13,2,7,0,7,5,5,0,2,3,3,82,219,70,149,61,17,38,2,3,290,2,18,6,90,0,223,636,1754
MAHARASHTRA,GADCHIROLI,2003,58,28,4,30,0,30,17,13,4,9,0,7,113,131,10,121,21,21,8,1,51,282,2,57,20,81,0,60,500,1501
MAHARASHTRA,GONDIA,2003,41,13,1,25,0,25,12,11,1,7,1,9,214,300,27,273,27,10,13,1,15,360,6,93,26,74,0,82,545,1875
MAHARASHTRA,HINGOLI,2003,28,29,1,14,0,14,7,7,0,4,0,44,98,142,21,121,107,6,31,0,25,488,1,36,6,112,0,77,479,1735
MAHARASHTRA,JALGAON,2003,82,39,3,38,0,38,20,9,11,13,2,28,228,475,103,372,135,65,147,2,19,822,8,79,21,239,0,276,1186,3927
MAHARASHTRA,JALNA,2003,53,25,1,8,0,8,15,14,1,7,0,43,165,309,63,246,146,16,44,2,28,644,15,53,14,204,0,100,538,2430
MAHARASHTRA,KOLHAPUR,2003,66,40,7,15,0,15,18,11,7,5,0,24,229,508,178,330,148,93,304,6,16,567,25,47,7,64,0,286,883,3358
MAHARASHTRA,LATUR,2003,56,34,0,21,0,21,15,15,0,4,2,34,100,291,42,249,175,25,58,0,37,950,31,49,2,80,0,154,956,3074
MAHARASHTRA,MUMBAI,2003,242,115,8,133,0,133,150,85,65,30,53,239,2550,9793,2883,6910,131,392,1178,73,7,3562,8,282,44,199,0,632,5865,25686
MAHARASHTRA,MUMBAI RLY.,2003,9,8,0,4,0,4,2,2,0,1,2,32,3,1589,1,1588,9,10,36,1,0,28,1,16,1,0,0,0,89,1841
MAHARASHTRA,NAGPUR COMMR.,2003,104,40,0,26,0,26,36,29,7,16,37,172,1079,2022,722,1300,165,46,151,16,14,783,4,36,36,136,0,224,2214,7357
MAHARASHTRA,NAGPUR RLY.,2003,8,2,0,1,0,1,2,2,0,1,1,12,3,940,7,933,4,3,2,14,0,29,0,5,1,0,0,2,139,1169
MAHARASHTRA,NAGPUR RURAL,2003,73,28,5,52,0,52,23,19,4,4,5,63,341,860,66,794,112,28,47,8,62,758,5,95,42,111,0,309,1613,4644
MAHARASHTRA,NANDED,2003,71,90,1,33,0,33,24,14,10,25,8,74,362,518,76,442,219,19,131,1,73,1508,16,78,7,229,0,131,2211,5829
MAHARASHTRA,NANDURBAR,2003,43,13,0,10,0,10,10,9,1,10,1,11,89,134,21,113,91,9,23,3,5,277,2,34,12,77,0,94,335,1283
MAHARASHTRA,NASIK COMMR.,2003,27,20,1,11,0,11,14,12,2,13,3,31,375,705,241,464,86,25,101,2,4,233,4,18,14,116,0,153,586,2542
MAHARASHTRA,NASIK RURAL,2003,110,46,5,54,0,54,20,14,6,25,8,51,260,447,81,366,277,43,95,8,41,806,3,84,31,358,0,411,1201,4384
MAHARASHTRA,NAVI MUMBAI,2003,50,19,0,16,0,16,17,7,10,10,19,49,318,782,330,452,67,52,145,4,1,319,6,28,7,55,0,291,606,2861
MAHARASHTRA,OSMANABAD,2003,38,16,2,12,0,12,7,3,4,6,0,17,191,329,41,288,153,20,25,1,15,727,3,37,11,92,0,176,629,2507
MAHARASHTRA,PARBHANI,2003,52,30,1,13,0,13,12,7,5,26,0,56,151,205,38,167,131,7,60,3,25,966,7,49,5,149,0,77,325,2350
MAHARASHTRA,PUNE COMMR.,2003,110,54,4,40,0,40,46,27,19,11,8,97,868,2740,1568,1172,531,63,462,7,7,983,2,61,92,166,0,368,2093,8813
MAHARASHTRA,PUNE RLY.,2003,0,0,0,3,0,3,0,0,0,0,0,4,0,192,1,191,2,0,3,2,1,1,0,1,0,0,0,2,50,261
MAHARASHTRA,PUNE RURAL,2003,127,26,6,29,0,29,26,14,12,13,14,58,283,661,247,414,143,41,87,0,21,563,7,55,8,165,0,782,1364,4479
MAHARASHTRA,RAIGAD,2003,50,22,1,25,0,25,19,12,7,17,2,26,156,274,46,228,129,15,47,5,14,281,2,42,7,57,0,308,680,2179
MAHARASHTRA,RATNAGIRI,2003,20,14,3,16,0,16,5,1,4,2,0,5,154,178,31,147,48,18,43,5,17,191,0,27,10,47,0,112,357,1272
MAHARASHTRA,SANGLI,2003,78,24,5,47,0,47,24,12,12,9,4,19,187,498,136,362,93,32,153,11,33,414,7,39,8,87,0,297,644,2713
MAHARASHTRA,SATARA,2003,61,20,0,17,0,17,14,6,8,20,3,34,213,506,136,370,88,31,79,1,16,413,8,42,5,156,0,340,1097,3164
MAHARASHTRA,SINDHUDURG,2003,14,4,1,8,0,8,8,4,4,4,1,8,97,93,13,80,38,17,9,2,10,178,1,16,3,3,0,56,239,810
MAHARASHTRA,SOLAPUR COMMR.,2003,22,15,2,15,0,15,15,8,7,9,1,45,160,351,104,247,66,19,116,2,10,197,4,19,3,72,0,76,463,1682
MAHARASHTRA,SOLAPUR RURAL,2003,112,50,6,44,0,44,22,15,7,10,3,34,173,367,67,300,153,26,35,4,30,726,4,52,0,130,0,395,854,3230
MAHARASHTRA,THANE COMMR.,2003,111,63,4,51,0,51,58,35,23,23,20,148,929,1872,650,1222,238,76,570,20,10,1378,4,66,29,153,0,241,644,6708
MAHARASHTRA,THANE RURAL,2003,149,49,7,51,0,51,32,16,16,33,11,85,476,537,106,431,208,64,103,9,20,644,6,101,23,107,0,519,774,4008
MAHARASHTRA,WARDHA,2003,48,26,3,25,0,25,15,15,0,6,0,27,284,655,45,610,48,26,50,6,53,791,1,81,4,67,0,116,1451,3783
MAHARASHTRA,WASHIM,2003,27,24,1,15,0,15,13,10,3,11,0,21,100,323,18,305,75,7,21,3,33,514,9,60,12,119,0,74,497,1959
MAHARASHTRA,YAVATMAL,2003,83,68,6,50,0,50,38,35,3,6,3,23,218,745,70,675,58,33,48,1,50,995,12,135,16,170,0,161,1304,4223
MAHARASHTRA,AHMEDNAGAR,2004,98,57,0,41,0,41,25,13,12,30,10,108,309,969,289,680,175,25,114,1,35,618,0,73,0,277,0,452,1321,4738
MAHARASHTRA,AKOLA,2004,55,45,0,38,0,38,23,21,2,15,1,57,314,957,99,858,108,23,88,6,30,843,6,94,15,147,0,102,1387,4354
MAHARASHTRA,AMRAVATI COMMR.,2004,19,20,4,17,0,17,21,18,3,0,1,45,242,838,172,666,95,19,37,3,20,417,1,40,20,54,0,63,764,2740
MAHARASHTRA,AMRAVATI RURAL,2004,60,28,7,56,0,56,20,19,1,7,8,21,305,888,40,848,95,10,26,0,62,832,9,127,24,104,0,124,847,3660
MAHARASHTRA,AURANGABAD COMMR.,2004,31,17,0,12,0,12,15,14,1,13,7,36,194,603,192,411,114,8,106,1,3,324,5,21,7,132,0,127,550,2326
MAHARASHTRA,AURANGABAD RURAL,2004,41,21,0,10,0,10,11,6,5,22,15,44,123,330,39,291,157,10,28,1,33,761,20,57,16,225,0,205,647,2777
MAHARASHTRA,BEED,2004,57,42,1,24,0,24,19,16,3,41,5,59,294,727,143,584,391,21,45,1,39,960,4,82,13,246,0,187,678,3936
MAHARASHTRA,BHANDARA,2004,22,11,6,36,0,36,16,16,0,1,0,12,206,492,51,441,77,5,15,7,49,458,1,66,39,52,0,113,866,2550
MAHARASHTRA,BULDHANA,2004,48,35,2,39,0,39,20,16,4,23,2,38,183,745,93,652,131,23,57,6,71,778,18,106,33,195,0,166,986,3705
